w0,w1,w2,n,mle
<s>,<s>,simple,1,1.0067857358596944e-05
<s>,<s>,simply,1,1.0067857358596944e-05
<s>,<s>,since,1,1.0067857358596944e-05
<s>,<s>,singing,1,1.0067857358596944e-05
<s>,<s>,sit,8,8.054285886877555e-05
<s>,<s>,sitting,1,1.0067857358596944e-05
<s>,<s>,six,1,1.0067857358596944e-05
<s>,<s>,smaller,1,1.0067857358596944e-05
<s>,<s>,so,41,0.0004127821517024747
<s>,<s>,soldiering,1,1.0067857358596944e-05
<s>,<s>,some,24,0.00024162857660632665
<s>,<s>,somebody,4,4.027142943438778e-05
<s>,<s>,somehow,3,3.020357207579083e-05
<s>,<s>,something,4,4.027142943438778e-05
<s>,<s>,sometimes,7,7.04750015101786e-05
<s>,<s>,sommelier,1,1.0067857358596944e-05
<s>,<s>,soon,1,1.0067857358596944e-05
<s>,<s>,sore,1,1.0067857358596944e-05
<s>,<s>,sorry,1,1.0067857358596944e-05
<s>,<s>,sounds,1,1.0067857358596944e-05
<s>,<s>,south,2,2.013571471719389e-05
<s>,<s>,spain,2,2.013571471719389e-05
<s>,<s>,spider,2,2.013571471719389e-05
<s>,<s>,splendid,5,5.033928679298472e-05
<s>,<s>,spread,1,1.0067857358596944e-05
<s>,<s>,standing,2,2.013571471719389e-05
<s>,<s>,started,1,1.0067857358596944e-05
<s>,<s>,stay,1,1.0067857358596944e-05
<s>,<s>,stick,1,1.0067857358596944e-05
<s>,<s>,still,5,5.033928679298472e-05
<s>,<s>,stop,3,3.020357207579083e-05
<s>,<s>,stopped,2,2.013571471719389e-05
<s>,<s>,students,1,1.0067857358596944e-05
<s>,<s>,studying,1,1.0067857358596944e-05
<s>,<s>,such,1,1.0067857358596944e-05
<s>,<s>,suddenly,4,4.027142943438778e-05
<s>,<s>,suppose,1,1.0067857358596944e-05
<s>,<s>,sure,19,0.00019128928981334192
<s>,<s>,surely,1,1.0067857358596944e-05
<s>,<s>,take,8,8.054285886877555e-05
<s>,<s>,talk,1,1.0067857358596944e-05
<s>,<s>,talking,1,1.0067857358596944e-05
<s>,<s>,talkings,1,1.0067857358596944e-05
<s>,<s>,technically,1,1.0067857358596944e-05
<s>,<s>,tell,34,0.0003423071501922961
<s>,<s>,tempt,1,1.0067857358596944e-05
<s>,<s>,ten,1,1.0067857358596944e-05
<s>,<s>,thaats,1,1.0067857358596944e-05
<s>,<s>,thank,8,8.054285886877555e-05
<s>,<s>,thanks,8,8.054285886877555e-05
<s>,<s>,that,63,0.0006342750135916074
<s>,<s>,thats,61,0.0006141392988744136
<s>,<s>,the,468,0.00471175724382337
<s>,<s>,their,3,3.020357207579083e-05
<s>,<s>,then,61,0.0006141392988744136
<s>,<s>,there,125,0.001258482169824618
<s>,<s>,therell,2,2.013571471719389e-05
<s>,<s>,theres,20,0.00020135714717193888
<s>,<s>,these,5,5.033928679298472e-05
<s>,<s>,they,167,0.0016813321788856895
<s>,<s>,theyll,1,1.0067857358596944e-05
<s>,<s>,theyre,34,0.0003423071501922961
<s>,<s>,theyve,10,0.00010067857358596944
<s>,<s>,things,2,2.013571471719389e-05
<s>,<s>,think,4,4.027142943438778e-05
<s>,<s>,thirty,1,1.0067857358596944e-05
<s>,<s>,this,36,0.00036244286490949
<s>,<s>,those,2,2.013571471719389e-05
<s>,<s>,thought,1,1.0067857358596944e-05
<s>,<s>,three,4,4.027142943438778e-05
<s>,<s>,through,4,4.027142943438778e-05
<s>,<s>,tight,2,2.013571471719389e-05
<s>,<s>,to,17,0.00017115357509614804
<s>,<s>,together,1,1.0067857358596944e-05
<s>,<s>,told,6,6.040714415158166e-05
<s>,<s>,tons,1,1.0067857358596944e-05
<s>,<s>,too,4,4.027142943438778e-05
<s>,<s>,toro,1,1.0067857358596944e-05
<s>,<s>,travel,1,1.0067857358596944e-05
<s>,<s>,trees,1,1.0067857358596944e-05
<s>,<s>,true,1,1.0067857358596944e-05
<s>,<s>,try,8,8.054285886877555e-05
<s>,<s>,twelve,1,1.0067857358596944e-05
<s>,<s>,two,9,9.06107162273725e-05
<s>,<s>,under,1,1.0067857358596944e-05
<s>,<s>,undressing,1,1.0067857358596944e-05
<s>,<s>,unless,1,1.0067857358596944e-05
<s>,<s>,up,9,9.06107162273725e-05
<s>,<s>,utilize,2,2.013571471719389e-05
<s>,<s>,vaya,1,1.0067857358596944e-05
<s>,<s>,vengo,1,1.0067857358596944e-05
<s>,<s>,very,14,0.0001409500030203572
<s>,<s>,veuve,1,1.0067857358596944e-05
<s>,<s>,vienna,1,1.0067857358596944e-05
<s>,<s>,w,1,1.0067857358596944e-05
<s>,<s>,wait,4,4.027142943438778e-05
<s>,<s>,wake,1,1.0067857358596944e-05
<s>,<s>,walk,2,2.013571471719389e-05
<s>,<s>,walking,1,1.0067857358596944e-05
<s>,<s>,want,16,0.0001610857177375511
<s>,<s>,wanted,2,2.013571471719389e-05
<s>,<s>,wants,1,1.0067857358596944e-05
<s>,<s>,was,10,0.00010067857358596944
<s>,<s>,wasnt,4,4.027142943438778e-05
<s>,<s>,watch,3,3.020357207579083e-05
<s>,<s>,way,2,2.013571471719389e-05
<s>,<s>,we,286,0.002879407204558726
<s>,<s>,wed,4,4.027142943438778e-05
<s>,<s>,wednesday,2,2.013571471719389e-05
<s>,<s>,well,80,0.0008054285886877555
<s>,<s>,went,1,1.0067857358596944e-05
<s>,<s>,were,21,0.0002114250045305358
<s>,<s>,werent,1,1.0067857358596944e-05
<s>,<s>,weve,9,9.06107162273725e-05
<s>,<s>,what,122,0.0012282785977488272
<s>,<s>,whatll,2,2.013571471719389e-05
<s>,<s>,whats,30,0.0003020357207579083
<s>,<s>,wheeler,2,2.013571471719389e-05
<s>,<s>,when,58,0.0005839357267986227
<s>,<s>,where,45,0.00045305358113686246
<s>,<s>,whered,1,1.0067857358596944e-05
<s>,<s>,wheres,7,7.04750015101786e-05
<s>,<s>,whew,1,1.0067857358596944e-05
<s>,<s>,while,4,4.027142943438778e-05
<s>,<s>,who,9,9.06107162273725e-05
<s>,<s>,whod,1,1.0067857358596944e-05
<s>,<s>,whos,3,3.020357207579083e-05
<s>,<s>,whose,1,1.0067857358596944e-05
<s>,<s>,why,59,0.0005940035841572196
<s>,<s>,will,8,8.054285886877555e-05
<s>,<s>,wish,1,1.0067857358596944e-05
<s>,<s>,with,6,6.040714415158166e-05
<s>,<s>,without,1,1.0067857358596944e-05
<s>,<s>,women,1,1.0067857358596944e-05
<s>,<s>,wonder,2,2.013571471719389e-05
<s>,<s>,wonderful,7,7.04750015101786e-05
<s>,<s>,wonderfully,1,1.0067857358596944e-05
<s>,<s>,wont,7,7.04750015101786e-05
<s>,<s>,woolsey,2,2.013571471719389e-05
<s>,<s>,wore,1,1.0067857358596944e-05
<s>,<s>,work,1,1.0067857358596944e-05
<s>,<s>,workmen,1,1.0067857358596944e-05
<s>,<s>,would,13,0.00013088214566176027
<s>,<s>,write,1,1.0067857358596944e-05
<s>,<s>,writers,1,1.0067857358596944e-05
<s>,<s>,wrote,1,1.0067857358596944e-05
<s>,<s>,yeah,1,1.0067857358596944e-05
<s>,<s>,yes,95,0.0009564464490667096
<s>,<s>,yesterday,1,1.0067857358596944e-05
<s>,<s>,yet,1,1.0067857358596944e-05
<s>,<s>,you,244,0.0024565571954976544
<s>,<s>,youd,2,2.013571471719389e-05
<s>,<s>,youll,12,0.00012081428830316332
<s>,<s>,your,5,5.033928679298472e-05
<s>,<s>,youre,48,0.0004832571532126533
<s>,<s>,youve,19,0.00019128928981334192
<s>,a,</s>,1,1.0067857358596944e-05
<s>,a,balloon,1,1.0067857358596944e-05
<s>,a,basque,1,1.0067857358596944e-05
<s>,a,beautiful,1,1.0067857358596944e-05
<s>,a,big,2,2.013571471719389e-05
<s>,a,bottle,1,1.0067857358596944e-05
<s>,a,boy,2,2.013571471719389e-05
<s>,a,breeze,1,1.0067857358596944e-05
<s>,a,bunch,1,1.0067857358596944e-05
<s>,a,carabineer,1,1.0067857358596944e-05
<s>,a,collection,1,1.0067857358596944e-05
<s>,a,corking,1,1.0067857358596944e-05
<s>,a,cornada,1,1.0067857358596944e-05
<s>,a,crowd,1,1.0067857358596944e-05
<s>,a,deep,1,1.0067857358596944e-05
<s>,a,drunk,1,1.0067857358596944e-05
<s>,a,fat,1,1.0067857358596944e-05
<s>,a,few,2,2.013571471719389e-05
<s>,a,fog,1,1.0067857358596944e-05
<s>,a,friend,1,1.0067857358596944e-05
<s>,a,goat,1,1.0067857358596944e-05
<s>,a,horse,1,1.0067857358596944e-05
<s>,a,ladder,1,1.0067857358596944e-05
<s>,a,little,1,1.0067857358596944e-05
<s>,a,man,6,6.040714415158166e-05
<s>,a,pernod,1,1.0067857358596944e-05
<s>,a,plane,1,1.0067857358596944e-05
<s>,a,porter,1,1.0067857358596944e-05
<s>,a,postman,1,1.0067857358596944e-05
<s>,a,rather,1,1.0067857358596944e-05
<s>,a,sandy,1,1.0067857358596944e-05
<s>,a,single,1,1.0067857358596944e-05
<s>,a,stream,1,1.0067857358596944e-05
<s>,a,taxi,3,3.020357207579083e-05
<s>,a,telegram,1,1.0067857358596944e-05
<s>,a,very,1,1.0067857358596944e-05
<s>,a,waiter,5,5.033928679298472e-05
<s>,about,his,1,1.0067857358596944e-05
<s>,about,me,1,1.0067857358596944e-05
<s>,about,seven,1,1.0067857358596944e-05
<s>,about,the,1,1.0067857358596944e-05
<s>,about,twenty,1,1.0067857358596944e-05
<s>,about,your,1,1.0067857358596944e-05
<s>,above,all,1,1.0067857358596944e-05
<s>,above,the,2,2.013571471719389e-05
<s>,abraham,lincoln,1,1.0067857358596944e-05
<s>,absolutely,</s>,3,3.020357207579083e-05
<s>,absolutely,nothing,1,1.0067857358596944e-05
<s>,across,the,6,6.040714415158166e-05
<s>,aficion,means,1,1.0067857358596944e-05
<s>,after,a,8,8.054285886877555e-05
<s>,after,all,2,2.013571471719389e-05
<s>,after,breakfast,1,1.0067857358596944e-05
<s>,after,i,1,1.0067857358596944e-05
<s>,after,id,1,1.0067857358596944e-05
<s>,after,it,1,1.0067857358596944e-05
<s>,after,lunch,2,2.013571471719389e-05
<s>,after,romero,1,1.0067857358596944e-05
<s>,after,supper,1,1.0067857358596944e-05
<s>,after,the,3,3.020357207579083e-05
<s>,after,they,1,1.0067857358596944e-05
<s>,after,we,1,1.0067857358596944e-05
<s>,after,you,1,1.0067857358596944e-05
<s>,afterward,all,1,1.0067857358596944e-05
<s>,afterward,i,1,1.0067857358596944e-05
<s>,afterward,we,2,2.013571471719389e-05
<s>,ah,yes,1,1.0067857358596944e-05
<s>,ahead,of,1,1.0067857358596944e-05
<s>,ahead,the,1,1.0067857358596944e-05
<s>,ahead,was,2,2.013571471719389e-05
<s>,algabeno,was,1,1.0067857358596944e-05
<s>,all,along,2,2.013571471719389e-05
<s>,all,countries,1,1.0067857358596944e-05
<s>,all,during,1,1.0067857358596944e-05
<s>,all,for,7,7.04750015101786e-05
<s>,all,i,1,1.0067857358596944e-05
<s>,all,my,1,1.0067857358596944e-05
<s>,all,of,1,1.0067857358596944e-05
<s>,all,one,1,1.0067857358596944e-05
<s>,all,our,2,2.013571471719389e-05
<s>,all,right,19,0.00019128928981334192
<s>,all,spring,1,1.0067857358596944e-05
<s>,all,the,14,0.0001409500030203572
<s>,all,three,1,1.0067857358596944e-05
<s>,all,to,1,1.0067857358596944e-05
<s>,all,trains,1,1.0067857358596944e-05
<s>,all,we,2,2.013571471719389e-05
<s>,all,women,1,1.0067857358596944e-05
<s>,all,you,2,2.013571471719389e-05
<s>,aloysius,kirby,1,1.0067857358596944e-05
<s>,already,so,1,1.0067857358596944e-05
<s>,also,belmonte,1,1.0067857358596944e-05
<s>,also,he,1,1.0067857358596944e-05
<s>,also,playing,1,1.0067857358596944e-05
<s>,although,the,1,1.0067857358596944e-05
<s>,always,been,1,1.0067857358596944e-05
<s>,always,felt,1,1.0067857358596944e-05
<s>,always,he,1,1.0067857358596944e-05
<s>,always,made,1,1.0067857358596944e-05
<s>,always,said,1,1.0067857358596944e-05
<s>,always,slept,1,1.0067857358596944e-05
<s>,am,i,1,1.0067857358596944e-05
<s>,amazing,isnt,1,1.0067857358596944e-05
<s>,american,too,1,1.0067857358596944e-05
<s>,an,aficionado,1,1.0067857358596944e-05
<s>,an,eccentric,1,1.0067857358596944e-05
<s>,an,expatriated,1,1.0067857358596944e-05
<s>,an,old,2,2.013571471719389e-05
<s>,and,a,1,1.0067857358596944e-05
<s>,and,after,1,1.0067857358596944e-05
<s>,and,as,1,1.0067857358596944e-05
<s>,and,besides,1,1.0067857358596944e-05
<s>,and,bring,1,1.0067857358596944e-05
<s>,and,each,1,1.0067857358596944e-05
<s>,and,frankie,1,1.0067857358596944e-05
<s>,and,god,1,1.0067857358596944e-05
<s>,and,have,1,1.0067857358596944e-05
<s>,and,he,1,1.0067857358596944e-05
<s>,and,heres,1,1.0067857358596944e-05
<s>,and,how,4,4.027142943438778e-05
<s>,and,i,6,6.040714415158166e-05
<s>,and,id,1,1.0067857358596944e-05
<s>,and,if,1,1.0067857358596944e-05
<s>,and,im,1,1.0067857358596944e-05
<s>,and,is,1,1.0067857358596944e-05
<s>,and,it,1,1.0067857358596944e-05
<s>,and,its,1,1.0067857358596944e-05
<s>,and,jake,1,1.0067857358596944e-05
<s>,and,just,1,1.0067857358596944e-05
<s>,and,michael,1,1.0067857358596944e-05
<s>,and,mrs,1,1.0067857358596944e-05
<s>,and,of,1,1.0067857358596944e-05
<s>,and,send,1,1.0067857358596944e-05
<s>,and,sign,1,1.0067857358596944e-05
<s>,and,that,2,2.013571471719389e-05
<s>,and,the,5,5.033928679298472e-05
<s>,and,then,1,1.0067857358596944e-05
<s>,and,there,1,1.0067857358596944e-05
<s>,and,theres,1,1.0067857358596944e-05
<s>,and,this,1,1.0067857358596944e-05
<s>,and,those,1,1.0067857358596944e-05
<s>,and,waved,1,1.0067857358596944e-05
<s>,and,what,2,2.013571471719389e-05
<s>,and,when,3,3.020357207579083e-05
<s>,and,where,1,1.0067857358596944e-05
<s>,and,with,1,1.0067857358596944e-05
<s>,and,you,2,2.013571471719389e-05
<s>,and,youre,1,1.0067857358596944e-05
<s>,animals,</s>,1,1.0067857358596944e-05
<s>,another,absinthe,2,2.013571471719389e-05
<s>,another,came,1,1.0067857358596944e-05
<s>,another,group,1,1.0067857358596944e-05
<s>,any,foreigner,1,1.0067857358596944e-05
<s>,any,girl,2,2.013571471719389e-05
<s>,any,one,1,1.0067857358596944e-05
<s>,any,rate,1,1.0067857358596944e-05
<s>,anybody,ever,1,1.0067857358596944e-05
<s>,anybody,get,1,1.0067857358596944e-05
<s>,anyhow,his,1,1.0067857358596944e-05
<s>,anyhow,we,1,1.0067857358596944e-05
<s>,anything,</s>,2,2.013571471719389e-05
<s>,anything,else,1,1.0067857358596944e-05
<s>,anything,happen,1,1.0067857358596944e-05
<s>,anything,you,2,2.013571471719389e-05
<s>,anyway,his,1,1.0067857358596944e-05
<s>,anyway,we,1,1.0067857358596944e-05
<s>,anywhere,</s>,1,1.0067857358596944e-05
<s>,anywhere,around,1,1.0067857358596944e-05
<s>,anywhere,youd,1,1.0067857358596944e-05
<s>,are,these,1,1.0067857358596944e-05
<s>,are,we,1,1.0067857358596944e-05
<s>,are,you,8,8.054285886877555e-05
<s>,arent,i,2,2.013571471719389e-05
<s>,arent,the,1,1.0067857358596944e-05
<s>,arent,they,1,1.0067857358596944e-05
<s>,arent,we,2,2.013571471719389e-05
<s>,arent,you,9,9.06107162273725e-05
<s>,around,his,1,1.0067857358596944e-05
<s>,around,two,1,1.0067857358596944e-05
<s>,arriba,</s>,3,3.020357207579083e-05
<s>,arriving,to,1,1.0067857358596944e-05
<s>,as,a,3,3.020357207579083e-05
<s>,as,he,2,2.013571471719389e-05
<s>,as,i,7,7.04750015101786e-05
<s>,as,long,1,1.0067857358596944e-05
<s>,as,soon,5,5.033928679298472e-05
<s>,as,the,1,1.0067857358596944e-05
<s>,as,they,2,2.013571471719389e-05
<s>,as,we,6,6.040714415158166e-05
<s>,ashley,chap,1,1.0067857358596944e-05
<s>,ask,her,1,1.0067857358596944e-05
<s>,ask,him,2,2.013571471719389e-05
<s>,asked,bill,1,1.0067857358596944e-05
<s>,asked,brett,4,4.027142943438778e-05
<s>,asked,cohn,1,1.0067857358596944e-05
<s>,asked,count,1,1.0067857358596944e-05
<s>,asked,hubert,1,1.0067857358596944e-05
<s>,asked,krum,1,1.0067857358596944e-05
<s>,asked,romero,1,1.0067857358596944e-05
<s>,asked,the,4,4.027142943438778e-05
<s>,at,a,2,2.013571471719389e-05
<s>,at,dinner,1,1.0067857358596944e-05
<s>,at,eleven,1,1.0067857358596944e-05
<s>,at,five,1,1.0067857358596944e-05
<s>,at,irun,1,1.0067857358596944e-05
<s>,at,noon,2,2.013571471719389e-05
<s>,at,once,1,1.0067857358596944e-05
<s>,at,one,1,1.0067857358596944e-05
<s>,at,that,1,1.0067857358596944e-05
<s>,at,the,20,0.00020135714717193888
<s>,at,tours,1,1.0067857358596944e-05
<s>,at,twenty,1,1.0067857358596944e-05
<s>,aw,hell,1,1.0067857358596944e-05
<s>,awful,</s>,1,1.0067857358596944e-05
<s>,awful,noble,1,1.0067857358596944e-05
<s>,awfully,decent,1,1.0067857358596944e-05
<s>,awfully,nice,1,1.0067857358596944e-05
<s>,awfully,swell,1,1.0067857358596944e-05
<s>,back,in,3,3.020357207579083e-05
<s>,back,of,4,4.027142943438778e-05
<s>,back,on,1,1.0067857358596944e-05
<s>,bad,one,1,1.0067857358596944e-05
<s>,bad,thing,1,1.0067857358596944e-05
<s>,badly,</s>,1,1.0067857358596944e-05
<s>,badly,cogido,2,2.013571471719389e-05
<s>,barmen,and,1,1.0067857358596944e-05
<s>,barnes,</s>,4,4.027142943438778e-05
<s>,barnes,answered,1,1.0067857358596944e-05
<s>,barnes,burguete,1,1.0067857358596944e-05
<s>,barnes,dont,1,1.0067857358596944e-05
<s>,barnes,has,1,1.0067857358596944e-05
<s>,barnes,he,1,1.0067857358596944e-05
<s>,barnes,introduced,2,2.013571471719389e-05
<s>,barnes,it,1,1.0067857358596944e-05
<s>,barnes,the,1,1.0067857358596944e-05
<s>,bartenders,have,1,1.0067857358596944e-05
<s>,bathing,</s>,1,1.0067857358596944e-05
<s>,bayonne,is,1,1.0067857358596944e-05
<s>,be,a,3,3.020357207579083e-05
<s>,be,careful,1,1.0067857358596944e-05
<s>,be,ironic,1,1.0067857358596944e-05
<s>,be,ironical,1,1.0067857358596944e-05
<s>,beating,time,1,1.0067857358596944e-05
<s>,beautiful,</s>,1,1.0067857358596944e-05
<s>,beautiful,lady,1,1.0067857358596944e-05
<s>,because,he,1,1.0067857358596944e-05
<s>,because,im,1,1.0067857358596944e-05
<s>,because,it,1,1.0067857358596944e-05
<s>,because,they,1,1.0067857358596944e-05
<s>,because,you,1,1.0067857358596944e-05
<s>,because,youre,1,1.0067857358596944e-05
<s>,been,out,1,1.0067857358596944e-05
<s>,been,working,1,1.0067857358596944e-05
<s>,before,i,1,1.0067857358596944e-05
<s>,before,the,1,1.0067857358596944e-05
<s>,behind,all,1,1.0067857358596944e-05
<s>,behind,him,1,1.0067857358596944e-05
<s>,behind,them,4,4.027142943438778e-05
<s>,behind,us,1,1.0067857358596944e-05
<s>,behind,were,1,1.0067857358596944e-05
<s>,belmonte,ate,1,1.0067857358596944e-05
<s>,belmonte,came,1,1.0067857358596944e-05
<s>,belmonte,did,1,1.0067857358596944e-05
<s>,belmonte,had,1,1.0067857358596944e-05
<s>,belmonte,in,1,1.0067857358596944e-05
<s>,belmonte,looked,1,1.0067857358596944e-05
<s>,belmonte,was,3,3.020357207579083e-05
<s>,belmonte,watched,1,1.0067857358596944e-05
<s>,belmonte,wore,1,1.0067857358596944e-05
<s>,belmontes,great,1,1.0067857358596944e-05
<s>,below,in,1,1.0067857358596944e-05
<s>,below,the,2,2.013571471719389e-05
<s>,below,to,1,1.0067857358596944e-05
<s>,below,us,1,1.0067857358596944e-05
<s>,besides,what,1,1.0067857358596944e-05
<s>,better,eat,1,1.0067857358596944e-05
<s>,better,for,2,2.013571471719389e-05
<s>,better,have,1,1.0067857358596944e-05
<s>,better,let,1,1.0067857358596944e-05
<s>,better,than,1,1.0067857358596944e-05
<s>,between,fontainebleau,1,1.0067857358596944e-05
<s>,between,the,1,1.0067857358596944e-05
<s>,beyond,the,3,3.020357207579083e-05
<s>,bicycle,road,1,1.0067857358596944e-05
<s>,big,mistake,1,1.0067857358596944e-05
<s>,big,motor,1,1.0067857358596944e-05
<s>,big,sporting,1,1.0067857358596944e-05
<s>,bill,and,12,0.00012081428830316332
<s>,bill,asked,16,0.0001610857177375511
<s>,bill,came,3,3.020357207579083e-05
<s>,bill,edna,1,1.0067857358596944e-05
<s>,bill,eyed,1,1.0067857358596944e-05
<s>,bill,gestured,1,1.0067857358596944e-05
<s>,bill,gorton,1,1.0067857358596944e-05
<s>,bill,got,1,1.0067857358596944e-05
<s>,bill,had,6,6.040714415158166e-05
<s>,bill,handed,1,1.0067857358596944e-05
<s>,bill,laid,1,1.0067857358596944e-05
<s>,bill,laughed,2,2.013571471719389e-05
<s>,bill,looked,4,4.027142943438778e-05
<s>,bill,lost,1,1.0067857358596944e-05
<s>,bill,opened,1,1.0067857358596944e-05
<s>,bill,put,4,4.027142943438778e-05
<s>,bill,raised,1,1.0067857358596944e-05
<s>,bill,rattled,1,1.0067857358596944e-05
<s>,bill,rubbed,1,1.0067857358596944e-05
<s>,bill,said,11,0.00011074643094456638
<s>,bill,sat,1,1.0067857358596944e-05
<s>,bill,slapped,1,1.0067857358596944e-05
<s>,bill,started,1,1.0067857358596944e-05
<s>,bill,stepped,1,1.0067857358596944e-05
<s>,bill,stood,1,1.0067857358596944e-05
<s>,bill,took,1,1.0067857358596944e-05
<s>,bill,tried,1,1.0067857358596944e-05
<s>,bill,was,17,0.00017115357509614804
<s>,bill,waved,1,1.0067857358596944e-05
<s>,bill,went,3,3.020357207579083e-05
<s>,bill,won,1,1.0067857358596944e-05
<s>,bills,a,1,1.0067857358596944e-05
<s>,bills,face,2,2.013571471719389e-05
<s>,bloody,military,1,1.0067857358596944e-05
<s>,bootblacks,opened,1,1.0067857358596944e-05
<s>,borracho,</s>,1,1.0067857358596944e-05
<s>,both,the,1,1.0067857358596944e-05
<s>,bought,me,1,1.0067857358596944e-05
<s>,boulevard,montparnasse,1,1.0067857358596944e-05
<s>,boys,were,2,2.013571471719389e-05
<s>,braddock,put,1,1.0067857358596944e-05
<s>,braddocks,</s>,2,2.013571471719389e-05
<s>,braddocks,asked,2,2.013571471719389e-05
<s>,braddocks,at,1,1.0067857358596944e-05
<s>,braddocks,brought,1,1.0067857358596944e-05
<s>,braddocks,called,2,2.013571471719389e-05
<s>,braddocks,followed,1,1.0067857358596944e-05
<s>,braddocks,insisted,1,1.0067857358596944e-05
<s>,braddocks,laughing,1,1.0067857358596944e-05
<s>,braddocks,looked,1,1.0067857358596944e-05
<s>,braddocks,put,1,1.0067857358596944e-05
<s>,braddocks,said,1,1.0067857358596944e-05
<s>,braddocks,several,1,1.0067857358596944e-05
<s>,braddocks,was,1,1.0067857358596944e-05
<s>,braddocks,who,1,1.0067857358596944e-05
<s>,breeding,be,1,1.0067857358596944e-05
<s>,brett,</s>,4,4.027142943438778e-05
<s>,brett,and,4,4.027142943438778e-05
<s>,brett,asked,11,0.00011074643094456638
<s>,brett,came,8,8.054285886877555e-05
<s>,brett,cant,1,1.0067857358596944e-05
<s>,brett,did,4,4.027142943438778e-05
<s>,brett,drank,1,1.0067857358596944e-05
<s>,brett,exclaimed,1,1.0067857358596944e-05
<s>,brett,folded,1,1.0067857358596944e-05
<s>,brett,gave,2,2.013571471719389e-05
<s>,brett,gestured,1,1.0067857358596944e-05
<s>,brett,had,4,4.027142943438778e-05
<s>,brett,held,2,2.013571471719389e-05
<s>,brett,laughed,3,3.020357207579083e-05
<s>,brett,leaned,1,1.0067857358596944e-05
<s>,brett,looked,8,8.054285886877555e-05
<s>,brett,moved,1,1.0067857358596944e-05
<s>,brett,never,1,1.0067857358596944e-05
<s>,brett,pressed,1,1.0067857358596944e-05
<s>,brett,pulled,1,1.0067857358596944e-05
<s>,brett,put,2,2.013571471719389e-05
<s>,brett,reached,1,1.0067857358596944e-05
<s>,brett,said,8,8.054285886877555e-05
<s>,brett,sat,2,2.013571471719389e-05
<s>,brett,saw,2,2.013571471719389e-05
<s>,brett,smiled,5,5.033928679298472e-05
<s>,brett,stared,1,1.0067857358596944e-05
<s>,brett,started,2,2.013571471719389e-05
<s>,brett,stood,2,2.013571471719389e-05
<s>,brett,took,1,1.0067857358596944e-05
<s>,brett,turned,4,4.027142943438778e-05
<s>,brett,used,1,1.0067857358596944e-05
<s>,brett,wanted,1,1.0067857358596944e-05
<s>,brett,wants,1,1.0067857358596944e-05
<s>,brett,was,14,0.0001409500030203572
<s>,brett,wasnt,1,1.0067857358596944e-05
<s>,brett,watched,1,1.0067857358596944e-05
<s>,brett,went,2,2.013571471719389e-05
<s>,brett,will,1,1.0067857358596944e-05
<s>,brett,wore,1,1.0067857358596944e-05
<s>,brett,wrinkled,1,1.0067857358596944e-05
<s>,brett,you,1,1.0067857358596944e-05
<s>,bretts,door,1,1.0067857358596944e-05
<s>,bretts,face,1,1.0067857358596944e-05
<s>,bretts,glass,1,1.0067857358596944e-05
<s>,bretts,gone,2,2.013571471719389e-05
<s>,bretts,got,3,3.020357207579083e-05
<s>,bretts,had,1,1.0067857358596944e-05
<s>,bretts,hat,1,1.0067857358596944e-05
<s>,bretts,her,1,1.0067857358596944e-05
<s>,bretts,mad,1,1.0067857358596944e-05
<s>,bretts,not,1,1.0067857358596944e-05
<s>,bretts,rather,1,1.0067857358596944e-05
<s>,bring,it,2,2.013571471719389e-05
<s>,bring,me,1,1.0067857358596944e-05
<s>,bring,them,1,1.0067857358596944e-05
<s>,bring,up,1,1.0067857358596944e-05
<s>,bring,us,1,1.0067857358596944e-05
<s>,brussels,you,1,1.0067857358596944e-05
<s>,brute,animals,1,1.0067857358596944e-05
<s>,bryans,dead,1,1.0067857358596944e-05
<s>,budapest,is,1,1.0067857358596944e-05
<s>,budapest,was,1,1.0067857358596944e-05
<s>,bull,fight,1,1.0067857358596944e-05
<s>,bull,fighters,1,1.0067857358596944e-05
<s>,bung,o,2,2.013571471719389e-05
<s>,burying,your,1,1.0067857358596944e-05
<s>,but,all,1,1.0067857358596944e-05
<s>,but,because,1,1.0067857358596944e-05
<s>,but,darling,1,1.0067857358596944e-05
<s>,but,he,4,4.027142943438778e-05
<s>,but,her,1,1.0067857358596944e-05
<s>,but,here,1,1.0067857358596944e-05
<s>,but,hes,3,3.020357207579083e-05
<s>,but,i,14,0.0001409500030203572
<s>,but,it,6,6.040714415158166e-05
<s>,but,its,1,1.0067857358596944e-05
<s>,but,listen,2,2.013571471719389e-05
